"PT","AU","TI","SO","AB","DI","PY"
" J"," MENG Chen"," The Design and Implementation of the Test Flow Description Language"," Acta Armamentarii"," In order to satisfy the requirement to describe the test flow, the testflow description language（TFDL） was designed. In this paper, the designconcept, composition, program structure and the sentences＇ syntaxstructure are presented. The development of the implementation systemfor the language was completed. The language possesses portability,hardware independence, expansibility, compatibility and simplicity,makes general ATS software met by the needs of portability andrepeatibility of TPS, simpifies software developing process greatly andreduces software maintenance difficulty greatly.",NA," 2007"
" J"," Fu JihongZhang LijingHuxitaer"," Determination of amino acid in H y pericum per f oratum by HPLC."," Analytical Instrumentation"," A RP-HPLC method for the determination A BDS Hypersil C18 column（250mm*4.6mm, 7.2）-triethylamine-THF and B of 0.02 mol/L of amino acidin Hypericum perforatum was established. 5mum） was used with solution Aof 0.02mol/L NaAc （pH NaAc （pH 7.2）-acetonitrile-methanol as mobilephases.The flow rate was 0. 6ml/min, column temperature 35℃ anddetection at 338 nm. The results showedgood linear relationship （r =0.9874～ 0.9995 ） and repeatibility （RSD〈 4.89 % ）.The recovery was91%～107%. The method is simple and practical and the samples weredetermined with satisfaction.",NA," 2007"
" J"," ZHAN JiaYU XuejunLI ZuoqingXIE Donghua"," Determination of 11 Sex Hormones in Muscle of Swamp Eel by GasChromatography-Mass Spectrometry"," Journal of Instrumental Analysis"," A highly sensitive,specific and credible method for the simultaneousdetermination of 11 sex hormones in muscle of swamp eel isreported.Muscle tissues of swamp eel(5.00 g) were deconjugated by Helixpomatia juice,and extracted with tert-butyl methyl ether.After defattedby hexane,the extracts were cleaned-up through dual columns of C18 andNH2,and the extracts obtained were derivatized with heptafluorobutyricanhydride,following formation of the di-heptafluorobutyryl(di-HFB)derivative.Identification and quantification were carried out withcapillary gas chromatography-mass spectrometry.External calibration wasused for quantitation and the method was validated with blank samples(5g each) fortified at 1.00,2.50 and 5.00 mug·kg~(-1).The detection limitswere 0.50-1.00 mug·kg~(-1) for all analytes.Overall recovery andrepeatability(relative standard deviations) and within-laboratoryreproducibility ranged from 56% to 103%,and from 3.1% to29.5%,respectively,for all analytes.The within laboratory repeatibilityranged from 4.8% to 22.2% when fortified at 1.00 mug·kg~(-1).The studyshowed that the recoveries and repeatability were good.Therefore,themethod is useful for the animal food quality surveillance.",NA," 2007"
" S"," Souza, Divanizia N.Melo, Adeilson P.Oliveira, Maria G.Caldas, Linda V. E."," Dosimetric characterization of wollastonite-teflon composites"," Physica Status Solidi C - Current Topics in Solid State Physics, Vol 4,No 3"," In this work, the thermoluminescent properties of pellets containingpowdered Wollastonite embedded in Teflon were studied. The preliminaryresults using gamma rays from a Co-60 source showed linearity at thecalibration curve between 0.5 Gy and 10 Gy. The main TL peaks arelocated at 125, 200 and 245 degrees C. The repeatibility of TL responsepresented a maximum coefficient of variation of 6.3%. The material canbe used in successive irradiation-reading-annealing cycles without anappreciable change in its sensitivity. The calibration curve for a gammasource (Co-60) up to 20 kGy and the minimum detection limits wereobtained. The results show that these Wollastonite-Teflon pelletspresent possibilities for use as TL dosimeters. (c) 2007 WILEY-VCHVerlag GmbH & Co. KGaA, Weinheim."," 10.1002/pssc.200673869"," 2007"
" B"," Waller, Alexander J.Mclff, Terence E.Fischer, Kenneth J."," Accuracy and repeatibility of electronic and static-film pressuresensors under controlled test conditions"," PROCEEDING OF THE ASME SUMMER BIOENGINEERING CONFERENCE - 2007",NA,NA," 2007"
" J"," Wei LipingLiu YunchuanZheng HuibaoMeng Xiangyan"," RESEARCH ON THE REPEATIBILITY OF POLYMER VISCOELSTIC  PARAMETERSMEASURMENTS BY DMA"," The Journal of Engineering Plastics Application"," The DMA repeatbility experiments were made to two materials of amodified polypropylene and a viscous damping material under dualcantilever bending mode and shearing mode respectively. Through thedetailed analysis to the experiment data, the repeatbilities inmeasuring viscoelastic parameters of polymers by DMA instrument wereevaluated. The conclusion was derived that the DMA repeatbility undershearing mode was worse than dual cantilever bending mode, thetemperature range below zero was worse than normal temperature and thefrequency had some efects on the repeatbilities.",NA," 2007"
" J"," Matus, PeterKubova, JanaBujdos, MarekMedved', Jan"," Free aluminium extraction from various reference materials and acidsoils with relation to plant availability"," TALANTA"," The single extractions with 15 extractants (agents) (H2O, KCl, NH4Cl,NH4F, CaCl2,, BaCl2,, CuCl2, LaCl3, Na2S2O4, (NH4)(2)C2O4, Na-4 P2O7,NTA, EDTA, DTPA, HCl), the optimised BCR (Community Bureau of Reference)three-step sequential extraction procedure (SEP) and the solid phaseextraction (SPE) by the chelating ion-exchanger lontosorb Salicyl(cellulose resin containing covalently bound salicylic acid functionalgroups) were used for the partitioning of Al in very acid soil samplestaken from an area influenced by acid mine solutions. The precision,accuracy and repeatibility for all steps of the optimised BCR SEP werechecked on the various reference materials (CRM 483 sewage sludgeamended soil, CRM BCR701 freshwater sediment, SRM 2710 and SRM 2711Montana soils). Also the new indicative values of the optimised BCR SEPfractional Al concentrations were obtained for these referencematerials. The aluminium amounts obtained by the used extractionprocedures were valuated and discussed front the aspect of the Alconcentration in the plants (grass) growing on the same studied soils.The aluminium toxicity indexes (ATI) calculated for the studied soils,the BaCl2, and acetic acid soil extracts and the grass stems and rootswere used for the assessment of the Al toxicity to the plants. The ATIvalue was defined as the ratio of the nutrient cations (Ca, Mg, K, Na)concentration sum to the Al concentration. The flame atomic absorptionspectrometry (LOQ = 0.2 mg 1(-1)) and the inductively coupled plasmaoptical emission spectrometry (LOQ = 0.03 mg l(-1)) were y used for thealuminum quantification. (c) 2006 Elsevier B.V. All rights reserved."," 10.1016/j.talanta.2006.05.045"," 2006"
" J"," Shundo, LuziaSabino, Myrna"," Aflatoxin M-1 in milk by immunoaffinity column cleanup with TLC/HPLCdetermination"," BRAZILIAN JOURNAL OF MICROBIOLOGY"," During 2002 and 2003, a total of 107 samples of raw, pasteurized andultrahigh treated temperature (UHT) milk commercialized in the cities ofSao Paulo and Marilia (SP) were analyzed for the presence of aflatoxinM-1 (AFM(1)). AFM1 was detected in 79 (73.8%) of milk samples, rangingfrom < 0.02 to 0.26 mu g/L. The samples were analyzed using animmunoaffinity column for cleanup and a thin layer chromatography fordetermining AFM1. The parameters, such as recovery, repeatibility,detection and quantification limit were evaluated to optimize thismethod (in-house). Based on spiked samples, the recovery values rangedfrom 85.83 to 73.86% at levels of 0.010-0.50 mu g/L, respectively, andthe relative standard deviation for repeatibility ranged from 7.73 to2.08%. The quantification limit was 0.02 mu g/L. The results of somesamples analyzed by this method demonstrated a satisfatory correlationwhen compared with High Performance Liquid Chromatography (HPLC). Inconclusion, immunoaffinity column cleanup gave excellent results forrecovery, sensibility and sample through put. Despite the high rate ofoccurrence of AFM(1) in samples in both cities, the contamination levelcould not be considered a serious public health hazard, according toBrazilian legislation."," 10.1590/S1517-83822006000200013"," 2006"
" J"," Barros, José de Ribamar Silva"," Genetic breeding on the bee Melipona scutellaris (Apidae, Meliponinae)"," Acta Amazonica"," A selection of queens of Melipona scutellaris through the mostproductive colonies were carried out during eight months in an orangehoneyflow. Each of the colonies was evaluated by its production, thatis, the gross weight production ( pollen, brood, geopropolis and wax ofeach hive). With this data a coefficient of repeatability was estimatedby the intraclass correlation method, obtained r = 0.835 ± 0.071. Therepeatibility is very high showing that the analysed data (production)is repeatable. Selection was then carried out using the regressioncoefficient of each colony and the respective production gain. Usingthese data the colonies were divided into three groups according to themethod Vencovsky and Kerr (1982): a with the colonies of highestproductivity, b of least productivity, and c of intermediaryproductivity. Colonies with the highest production (Group a) gave theirqueens to those of the lowest production (Group b) after their queenswere taken out and killed; while those of intermediate (Group c) stayedwith the same queens during the entire experiment both before and afterthe selection. The modifications in weight, that is, the geneticresponse was (R)= 7.98 gr per day which indicated a selection gain. Theestimate of the realized herdability is twice the rate of the responseto selection (R) by the selection differential (S2). That is thenh²R=2(R/S2) then h²R= 0.166 "," 10.1590/S0044-59672006000100014"," 2006"
" J"," Silva Barros, Jose de Ribamar"," Genetic breeding on the bee Melipona scutellaris (Apidae, Meliponinae)"," Acta Amazonica"," A selection of queens of Melipona scutellaris through the mostproductive colonies were carried out during eight months in an orangehoneyflow. Each of the colonies was evaluated by its production, thatis, the gross weight production (pollen, brood, geopropolis and wax ofeach hive). With this data a coefficient of repeatability was estimatedby the intraclass correlation method, obtained r = 0.835 +/- 0.071. Therepeatibility is very high showing that the analysed data (production)is repeatable. Selection was then carried out using the regressioncoefficient of each colony and the respective production gain. Usingthese data the colonies were divided into three groups according to themethod Vencovsky and Kerr (1982): a with the colonies of highestproductivity, b of least productivity, and c of intermediaryproductivity. Colonies with the highest production (Group a) gave theirqueens to those of the lowest production (Group b) after their queenswere taken out and killed; while those of intermediate (Group c) stayedwith the same queens during the entire experiment both before and afterthe selection. The modifications in weight, that is, the geneticresponse was (R) = 7.98 gr per day which indicated a selection gain. Theestimate of the realized herdability is twice the rate of the responseto selection (R) by the selection differential (S-2). That is h(R)(2) =2(RIS2) then h(R)(2) = 0.166.",NA," 2006"
" J"," Riu, MMestres, MBusto, OGuasch, J"," Quantification of chloroanisoles in cork using headspace solid-phasemicroextraction and gas chromatography with electron capture detection"," JOURNAL OF CHROMATOGRAPHY A"," Chloroanisoles can migrate from the cork stopper in wine bottles to thewine and give it a musty taint so it is important to find a method bywhich they can be determined. The aim of this paper is to develop amethod for quantifying 2,4-dichloroanisole, 2,6-dichloroanisole,2,4,6-trichloroanisole, 2,3,4,6-tetrachloroanisole and2,3,4,5,6-pentachloroanisole in cork using headspace solid-phasemicroextraction and gas chromatography with electron capture detection.After we had prepared the cork standards that were so essential to thework we optimised the parameters that most influence headspacesolid-phase microextraction: fibre coating, vial volume, cork, kind andvolume of solvent to help the extraction, extraction temperature andtime, ionic strength and stirring. The method quantifies the totalamount of chloroanisoles in cork stoppers (natural, agglomerated,agglomerated with disks and sparkling wine stoppers), at suitableconcentrations so that the capacity of these compounds to give wine amusty taint can be evaluated. The quantification limits are:2,6-dichloroanisole (8.6 ng/g), 2,4,6-trichloroanisole (0.8 ng/g),2,4-dichloroanisole (3.5 ng/g), 2,3,4,6-tetrachloroanisole (0.6 ng/g),2,3,4,5,6-pentachloroanisole (0.8 ng/g). The other quality parametersare: recoveries (90.3-105.8%), repeatability (4-13% (RSD expressed)) andintermediate precision (5-14% (RSD expressed)). (c) 2005 Elsevier B.V.All rights reserved."," 10.1016/j.chroma.2005.12.063"," 2006"
" J"," Tranchida, PQLo Presti, MCosta, RDugo, PDugo, GMondello, L"," High-throughput analysis of bergamot essential oil by fast solid-phasemicroextraction-capillary gas chromatography-flame ionization detection"," JOURNAL OF CHROMATOGRAPHY A"," The advantages of using a narrow-bore column in headspace solid-phasemicroextraction-gas chromatographic (HS-SPME-GC) analysis areinvestigated. An automated rapid HS-SPME-GC method for the determinationof volatile compounds in a complex sample (bergamot essential oil) wasdeveloped. A low-capacity (7 mu m) SPME fibre was employed, enabling ashort equilibration time (15 min). The absorbed volatile compounds werethen separated in 12.5 min on a 10 m x 0.1 mm I.D. capillary. The fastGC method was characterized by relatively moderate GC parameters (headpressure: 173 kPa; temperature program rate: 12 degrees C/min). Theemployment of the low-capacity fibre also suited the reduced samplecapacity of the capillary employed, hence column overloading wasavoided. Analytical repeatibility was determined in terms of retentiontimes (maximum RSD: 0.32%) and peak areas (maximum RSD: 9.80%). Theresults obtained were compared to those derived from a conventionalHS-SPME-GC (a 30 mu m SPME fibre and 0.25 mm I.D. capillary were used)application on the same sample. In this respect, a great reduction ofanalytical time was obtained both with regard to the conventional SPMEequilibration and GC run times, which both required 50 min. Peakresolution was altogether comparable in both applications. Although aslight loss in terms of sensitivity was observed in the rapid approach(generally within the 25-50% range), this did not impair the detectionof all peaks of interest. Finally, the selectivities of the 30 and 7 mum fibres were evaluated and, as expected, these were in good agreement.(c) 2005 Elsevier B.V. All rights reserved."," 10.1016/j.chroma.2005.11.073"," 2006"
" J"," Jiang YunyunYe GuangmingFan Guorong"," Primary active components in sepia： a qualitative and quantitativeanalysis"," Academic Journal of Second Military Medical University"," Objective：To establish a method for qualitative and quantitativeanalysis of the major active components in sepi a. Methods： Melanin wasidentified by dissoving it in a basic solution to see whether there wassegregation of a black substance. Glycine, asparagines, glutamic acidand alanine in sepia were determined by HPLC-AccQ-Tag method and ironwas determined by atomic absorption spectrophotometer. Results： Melaninin sepia was dissolved in 2 mol/L NaOH solution and black substance wasobtained in 2 mol/L HCl solution. The recoveries of the above4 aminoacids and iron were within the range of 95%- 105% with RSD〈5%（n=6）. Themean contents of glycine,asparagines,glutamic acid,alanine and iron in 3batches of sepia samples were 7, 37,11.23,12.05,7.32 and 0. 206 mg·g^-1, respectively. Conclusion： The method in this article is feasible forquantitative and qualitative analysis of bioactive contents in sepia; ithas good repeatibility and may be used for the quality control of sepia.",NA," 2006"
" J"," Jaksic, ZoranVasiljevic-Radovic, DanaMaksimovic, MilanSarajlic, MilijaDjuric, Zoran"," Nanofabrication of planar split ring resonators for negative refractiveindex metamaterials in the infrared"," JOURNAL OF THE SERBIAN CHEMICAL SOCIETY"," Experimental nanofabrication of planar structures for one-dimensionalmetamaterials designed to achieve a negative effective refractive indexin the mid-infrared range (5-10 micrometers) was performed. Double splitring and complementary double split ring resonators (SRR and CSRR) withsquare and circular geometries, were chosen to be fabricated since theseaye the basic building blocks to achieve a negative effective dielectricpermittivity and magnetic permeability. Scanning probe nanolithographywith z-scanner movement was used to fabricate straight-line andcurvilinear segments with a line width of 80-120 nm. The geometries weredelineated in 20 nm thin silver layers sputter-deposited on a positivephotoresist substrate spin-coated on polished single crystal siliconwafers, as well as on polycarbonate slabs. The morphology of thestructures was characterized by atomic force microscopy. The featurerepeatibility was 60-150 nm, depending on the process conditions and thefeature complexity. The nanolithographic groove depth in differentsamples ranged from 4 nm to 80 nm."," 10.2298/JSC0606695J"," 2006"
" J"," Zecevic, MiraJocic, BiljanaAgatonovic-Kustrin, SnezanaZivanovic, Ljiljana"," Validation of an HPLC method for the simultaneous determination ofeletriptan and UK 120.413"," JOURNAL OF THE SERBIAN CHEMICAL SOCIETY"," A rapid and sensitive RP HPLC method was developed for the routinecontrol analysis of eletriptan hydrobromide and its organic impurity UK120.413 in Relpax(R) tablets. The chromatography was performed at 20degrees C using a C-18 XTerra(TM) (5 pm, 150 x 4,6 mm) column at a flowrate 1.0 ml/min. The drug and its impurity were detected at 225 rim. Themobile phase consisted of TEA (1%) - methanol (67.2:32.8 v/v), the pH ofwhich was adjusted to 6.8 with 85% orthophosphoric acid. Quantificationwas accomplished by the internal standard method. The developed RP HPLCmethod was validated by testing: accuracy, precision, repeatibility,specificity, detection limit, quantification limit, linearity,robustness and sensitivity. High linearity of the analytical procedurewas confirmed over the concentration range of 0.05-1.00 mg/ml foreletriptan hydrobromide and from 0.10-1.50 mu g/ml for UK 120.413, withcorrelation coefficients greater than r = 0.995. The low value of theRSD expressed the good repeatability and precision of the method.Experimental design and a response surface method were used to testrobustness of the analytical procedure and to evaluate the effect ofvariation of the method parameters, namely the mobile phase composition,pH and temperature. They showed small deviations from the methodsetting. The good recovery and low RSD confirm the suitability of theproposed RP HPLC method for the routine determination of eletriptanhydrobromide and its impurity UK 120.413 in Relpax(R) tables."," 10.2298/JSC0611195Z"," 2006"
" J"," Sauvageot, F"," Conventional sensory profile validation: A survey. I - Intralaboratoryvalidation"," SCIENCES DES ALIMENTS"," Sensory profiling is an important activity for many sensorylaboratories. Validation of profiles is based on two approaches: theintralaboratory validation and the interlaboratories validation. In thegroup validation, the group's repeatibility and discriminant power aremeasured. In the interlaboratories validation, the agreement betweengroups is also measured. Surprisingly, the literature is poor on intrapanel studies, but well documented on inter panel studies. However, bothapproaches present the two same critical points: the choice of productsto consider and the indices to compute. From two examples, forintralaboratory and interlaboratories validation, we review theencountered problems and the given answers. As these answers aremultiple, some choices are absolutely necessary to facilitate the workof the practitioners of sensory world. In this matter, the firstcomparisons performed by Profi-Sens (www.profisens.com) are veryinteresting. In France, the AFNOR commission ""Sensory Analysis"" hascreated a working group whose aim is to propose a suitable norm for thecompanies which collect and provide sensory data."," 10.3166/sda.26.151-172"," 2006"
" J"," McClure, FDLee, JK"," Sample sizes needed for specified margins of relative error in theestimates of the repeatability and reproducibility standard deviations"," JOURNAL OF AOAC INTERNATIONAL"," Sample size formulas are developed to estimate the repeatability andreproducibility standard deviations (s(r) and S-R) such that the actualerror in (s(r) and S-R) relative to their respective true values,sigma(r) and sigma(R), are at predefined levels. The statisticalconsequences associated with AOAC INTERNATIONAL required sample size tovalidate an analytical method are discussed. In addition, formulas toestimate the uncertainties of (s(r) and S-R) were derived and areprovided as supporting documentation.",NA," 2005"
" J"," Dubey, DKPardasani, DPalit, MGupta, AKJain, R"," On-matrix derivatisation-extraction of precursors of nitrogen- andsulfur-mustards for verification of chemical weapons convention"," JOURNAL OF CHROMATOGRAPHY A"," Development and refinement of sample preparation protocols forretrospective detection and identification of chemical warfare agents(CWAs) and their markers is of paramount importance from verificationpoint of view of chemical weapons convention (CWC). Precursors ofnitrogen- and sulfur-mustards (NMPs and SMPs) are polar adsorptivemarkers of vesicant class of CWAs. Their detection in a givenenvironmental sample may imply past contamination with mustards. For theefficient extraction of NMPs and SMPs from soil, on-matrixderivatisation-extraction (OMDEX) method was developed and optimized.The method involved trifluoroacetylation of analytes on soil itself,followed by extraction with suitable solvent. The extracted samples wereanalyzed by gas chromatography-mass spectrometry (GC-MS). This virtuallysingle-step sample preparation offered better recoveries of NMPs andSMPs in comparison to conventionally used extraction, evaporation andderivatisation. The best recoveries of analytes were obtained withacetonitrile by OMDEX method. Dynamic linearity range oftrifluoroacetylated (TFA) derivatives of NMPs and SMPs was 1-12 &mu; g/Lin GC-MS analysis in SIM mode. Repeatability and reproducibility of thistechnique containing 5 and 10 &mu; g analytes/gm soil was &LT; 3.3% and&LT; 4.6%, respectively. OMDEX technique was finally applied for thedetection of TFA derivatives of NMPs in the soil sample supplied in 16thofficial proficiency test conducted by OPCW in October 2004. &COPY; 2005Elsevier B.V. All rights reserved."," 10.1016/j.chroma.2005.04.066"," 2005"
" J"," Zhang, LLiu, YXie, MXQiu, YM"," Simultaneous determination of thyreostatic residues in animal tissues bymatrix solid-phase dispersion and gas chromatography-mass spectrometry"," JOURNAL OF CHROMATOGRAPHY A"," A method for determination of thyreostatic residues in animal tissues bymatrix solid-phase dispersion (MSPD) and gas chromatography-massspectrometry in selected ion detection mode was developed. Thyreostaticcompounds in different matrices were extracted and purified bycombination of MSPD and subsequent solid-phase extraction. Silica gelwas selected as the solid support of both procedures and the conditionsof the procedures were optimized. Thyreostats were derivatized withpentafluorobenzylbromide (PFBBr) in strong basic medium and then withN-methyl-N-(trimethylsilyl)-trifluoroacetamide (MSTEA), which canimprove the yields of derivatization for thyreostats, the repeatability,and therefore the limits of detection (LOD) of thyreostats. The limitsof detection reached 10 mu g/kg (2-thiouracil, 6-methyl-2thiouracil and6-propyl-2-thiouracil), 20 mu g/kg (6-phenyl-2-thiouracil) and 50 mug/kg (tapazole) with high recoveries (more than 70% for most ofthyreostats) and relative standard deviations between 4.5% and 8.7%. (c)2005 Elsevier B.V."," 10.1016/j.chroma.2005.03.086"," 2005"
" J"," Pagliuca, GZironi, ECeccolini, AMatera, RSerrazanetti, GPPiva, A"," Simple method for the simultaneous isolation and determination offumonisin B-1 and its metabolite aminopentol-1 in swine liver by liquidchromatography-fluorescence detection"," JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICALAND LIFE SCIENCES"," An analytical method based on high-performance liquid chromatography(HPLC) combined with fluorescence detection (FL) has been developed forthe simultaneous determination of fumonisin B, (FBI) and its totallyhydrolized metabolite aminopentol-1 (AP(1)) in pig liver. The samplepreparation is based on a single solid phase extraction (SPE).o-Phthalaldehyde (OPA) was used for pre-column derivatization before theprogrammed reversed-phase analysis on phenylhexyl column. The developedmethod shows good repeatibility for inter- and intra-day precision aswell as adequate linearity of calibration curves (r(2) was 0.9855 forFB1 and 0.9831 for AP(1)). Average recoveries from the matrix were 93.6%for FB1 and 95.3% for AP(1). The limit of quantification (LOQ) in swineliver was 75 mu g/kg for FB1 and 42 mu g/kg for AP(1). (c) 2005 ElsevierB.V. All rights reserved."," 10.1016/j.jchromb.2005.01.035"," 2005"
" J"," Dousa, MLemr, KStransky, Z"," Determination of methylbenzoquate in premixes and animal feeds USINGliquid chromatography with fluorescence detection"," JOURNAL OF AOAC INTERNATIONAL"," A rapid analytical procedure was developed and tested for routineidentification and quantification of methylbenzoquate in feeds by liquidchromatography (LC). The ground feed samples were extracted usingmethanol-water (80 + 20, v/v) at 65 degrees-70 degrees C in a water bathfor premixes and in dichloromethane at 45 degrees C in a water bath forfinal feeds, respectively. The extract of final feeds was cleaned usingsolid-phase extraction on silica columns. Both the final feed and premixextracts were analyzed by reversed-phase LC on a NovaPak C18 column (3.9x 150 mm; 4 mu m) with methanol-acetonitrile-water-phosphoric acid (340+ 350 + 308 + 2, v/v) as mobile phase. Fluorescence detection wasperformed at excitation and emission wavelengths of 265 and 390 nm,respectively. Alternatively, post-column addition of sulfuric acidsolution was used to decrease the determination limit. The recovery ofmethylbenzoquate, in a concentration range of 0.5-10 mg/kg, was 105.0+/- 7.3%. The limit of quantitation, based on a signal-to-noise ratio of10:1, was 48 mu g/kg. The developed LC method was tested in aninterlaboratory study. The interlaboratory repeatibility for bothsamples ranged from 7.1 to 10.6%; the interlaboratory reproducibilityranged from 11.7 to 15.2%. With the post-column addition of sulfuricacid, the limit of quantification was decreased by a factor of 50.Overall, the developed method is highly selective and can be used inroutine analysis.",NA," 2005"
" J"," Drew, DA"," Probability and repeatibility: One particle diffusion"," NUCLEAR ENGINEERING AND DESIGN"," Many multiphase flow systems involve complex geometry and/or chaoticflows. For this reason, exact solutions to initial value problems(giving, for example, the exact initial positions of all bubbles flowingin a system) contain both too much information and too littleinformation, in a sense that will be made clear. For many purposes, flowdetails (such as ripples on bubbles) can be neglected, or their overalleffect need be considered. Information about such details is extraneous.For some systems, the boundary conditions and initial conditions cannotbe controlled sufficiently to allow repeatable experiments. A correctdetailed prediction for such a system cannot be made because the initialand boundary conditions cannot be specified. Moreover, predictions forsuch a system cannot be compared in detail to the experiment.Consequently, predictions for averages have become the standard forcomplex flow systems. In this paper, the averaging process is elucidatedfor situations where the flow is simple. The central concept is theevolution of an appropriate probability density function. The evolution(rate of change) of the probability density function is studied forlinear, logistic, and Lorenz dynamics. We build the concepts andsolutions toward the problem of turbulent dispersion of particles. Theeffect of uncertainty in the initial conditions, and the dispersion byrandom flow is described for the evolution of a swarm of particles. (c)2005 Elsevier B.V. All rights reserved."," 10.1016/j.nucengdes.2005.02.009"," 2005"
" J"," [Anonymous]"," Snappy quality [coordinate measuring machine - Reinshaw TP20 styluschanging probe]"," Quality Today"," Tower Malacky, the Slovakian subsidiary of US Company Tower, is aleading supplier of pressed parts to blue-chip motor manufacturersacross Europe, such as Porsche and Volkswagen. Precision coordinatemeasuring machines are the heart of the company's rigorous qualitycontrol programmes. A recent low-cost upgrade of these machines withReinshaw's TP20 stylus-changing probe system has given the companydramatic benefits. The simple upgrade has saved hours of set-up time andsignificantly improved process repeatibility. Inspection of componentstakes place on two automatic CMMs, typically taking 3 hours to measurecomplex parts. Multiple points are taken on critical surfaces, comparingmeasured values to CAD data.",NA," 2005"
" J"," Freed, MKruger, MVPPoolla, KSpanos, CJ"," Wafer-grown heat flux sensor arrays for plasma etch processes"," IEEE TRANSACTIONS ON SEMICONDUCTOR MANUFACTURING"," This paper treats the design, fabrication, and testing of a wafer-grownthermal flux sensor for use in plasma etch processes. This sensor iscapable of separately resolving the heating due to ion flux from thatdue to surface chemical reactions. The sensor is constructed using amodified Gardon gauge structure with an added antenna structure. Thisaddition allows the exposed portion of the gauge to be formed from anyplasma etchable material while still retaining the high sensitivityinherent in a Gargon-type heat flux sensor. The fabrication process forthe sensor uses standard MEMS process steps, with an XeF2 postprocessstructure release. Bench-top experimental results showing thesensitivity (0.25 muV/W/m(2)) and repeatibility (8.3 W/m(2)) arepresented and discussed, and preliminary efforts at in situ etchmonitoring are discussed."," 10.1109/TSM.2004.840526"," 2005"
" B"," Deriy, BHillman, ASprau, GWang, J"," The APS septum magnet power supplies upgrade"," 2005 IEEE PARTICLE ACCELERATOR CONFERENCE (PAC), VOLS 1-4"," The higher requirements for beam injection stability at the APS storagering (SR) demand improvement of pulsed power supplies for the septummagnets. The new specification for the current repeatibility is 1/2000.The upgrade will be performed in two stages. In the first stage we willimplement a new voltage regulation circuit in the power supply with anew timing sequence that will provide better voltage regulationperformance. A common design is made for all of the septum magnet powersupplies (SMPSs) at the APS. The new regulation module has already beentested on both thin and thick SMPSs. The test shows that the achievedvoltage regulation is much better than 1/2000. Combined with a currentfeedback loop, it can provide a shot-to-shot current repeatabilitybetter than 1/2000. The second phase of the upgrade will develop thecurrent feedback loop and control algorithm. This paper will decribe thedesign and test results for the first phase only.",NA," 2005"
" J"," Vargas, LVSand, JBrandao, TASFiedler, HDQuina, FHNome, F"," Determination of environmentally important metal ions by fluorescencequenching in anionic micellar solution"," ANALYST"," This work describes the effect of a variety of metal ions as quenchersof the fluorescence of naphthalene, in aqueous micellar solutions ofsodium dodecyl sulfate (SDS). The quenching by the metal ions can beadequately described by the Stern - Volmer equation and the best signalto noise ratios are obtained with low micellized detergentconcentrations. Apparent Stern - Volmer constants decrease in the order:Fe3+ > Cu2+ > Pb2+ > Cr3+ > Ni2+ and directly reflect the relativesensitivity of the method for these ions. Detection limits ( defined asthree times the standard deviation of the blank for n = 10) for thefluorescence quenching of naphthalene by the metal ions in aqueousmicellar SDS are in the range of 1.0 x 10(-6) to 1.0 x 10(-5) moldm(-3). The proposed fluorescence quenching method shows goodrepeatibility for a variety of added quencher metal ions, indicatingthat anionic micelle-enhanced fluorescence quenching by metal ionsconstitutes an analytical method of rather general application."," 10.1039/b409600b"," 2005"
" J"," Correa, M.Oliveira, S.Mota, M."," Estimatives of repeatibility to time in different distances of race inQuarter horse"," JOURNAL OF ANIMAL SCIENCE",NA,NA," 2005"
" J"," Correa, M.Oliveira, S.Mota, M."," Estimatives of repeatibility to time in different distances of race inQuarter horse"," JOURNAL OF DAIRY SCIENCE",NA,NA," 2005"
" J"," Hao WeiYu Suping"," Research of JFZD E- farinograph and Measurement Deviation Analyses"," Journal of the Chinese Cereals and Oils Association"," E -farinograph(the short for electronic Farinograph)is the specialinstrument for testing flour quality using electronic measuring system,according to the rheological properties of flour. This article focus onthe descrip-tion of E -farinograph , the analyses of measuring error,Such as the repeatibility, reproduction, and the accuracy of instrumentthrough large amount of test data. The success research and analyses ofE - farinograph will play an impor-tant role for guiding the instrumentuse.",NA," 2005"
" J"," Edlund, JWarensjo, M"," Repeatability in automatic sorting of curved Norway spruce saw logs"," SILVA FENNICA"," Sawn wood from curved logs is prone to have cross grain and containcompression wood, both of which affect the dimensional stability.Different types of curvature can, however, have different effects onboth the sawing process and board quality, which is why a standardmeasure of bow height alone is not enough to sort logs or set the logquality. The aim of this study was to evaluate the repeatability whensorting curved saw logs using a 3D log scanner. In the study, 56 logswere categorized into five different curvature types and four differentdegrees of curvature severity. The logs were run through a Rema 3D logscanner four times, and the external geometry was recorded. From thegeometry data, variables describing log shapes were calculated and usedto develop models using linear discriminant analysis, which was used toclassify the logs according to curvature type. The accuracy andrepeatability were evaluated for the classifications with Cohen's simpleKappa coefficient. The results of this study showed that it is possibleto sort logs by curve type using a 3D log scanner, although sorting bycurve type was largely dependent on curve severity. The repeatabilitytest determined that the chance of a curved log being graded identicallytwo consecutive times was 0.40, measured as kappa."," 10.14214/sf.388"," 2005"
