"PT","AU","TI","SO","AB","DI","PY"
" J"," Coppel, Gabriel PatronSchwartz, Klaas"," Water operator partnerships as a model to achieve the MilleniumDevelopment Goals for water supply? Lessons from four cities inMozambique"," WATER SA"," In the void left by the declining popularity of public-privatepartnerships, the concept of 'water operator partnerships' (WOPs) hasincreasingly been promoted as an alternative for improving waterservices provision in developing countries. This paper assesses thepotential of such partnerships as a 'model' for contributing to theMDGs, by focusing on 4 water utilities in Mozambique. Although, thestudy found these partnerships to be successful, it is more scepticalabout the potential for this type of water operator partnership tosignificantly contribute towards achieving the MDGs. The main reason forthis is that the replicability of the partnership-model studied inMozambique was found to be quite limited. The case presented in thisarticle highlights 3 main lessons for water operator partnerships in thewater services sector. First, the availability of investment funds is acrucial component of a partnership. Without access to such funds theimpact of such a partnership is likely to be limited. Secondly, thelevel of commitment to the partnership needs to be high if it is to besuccessful. This commitment is likely to take shape in the form of bothfinancial commitment as well as commitment of time and effort of theorganisations involved. Thirdly, even if the partnership is a success,the question of how sustainable the achieved performance gains areremains a point of concern. All in all, although we acknowledge thesuccess achieved by the studied partnership, the findings have made ushesitant about the potential for replicating this 'model' at a largescale."," 10.4314/wsa.v37i4.17"," 2011"
" J"," Stoltzfus, Jill C."," Logistic Regression: A Brief Primer"," ACADEMIC EMERGENCY MEDICINE"," Regression techniques are versatile in their application to medicalresearch because they can measure associations, predict outcomes, andcontrol for confounding variable effects. As one such technique,logistic regression is an efficient and powerful way to analyze theeffect of a group of independent variables on a binary outcome byquantifying each independent variable's unique contribution. Usingcomponents of linear regression reflected in the logit scale, logisticregression iteratively identifies the strongest linear combination ofvariables with the greatest probability of detecting the observedoutcome. Important considerations when conducting logistic regressioninclude selecting independent variables, ensuring that relevantassumptions are met, and choosing an appropriate model buildingstrategy. For independent variable selection, one should be guided bysuch factors as accepted theory, previous empirical investigations,clinical considerations, and univariate statistical analyses, withacknowledgement of potential confounding variables that should beaccounted for. Basic assumptions that must be met for logisticregression include independence of errors, linearity in the logit forcontinuous variables, absence of multicollinearity, and lack of stronglyinfluential outliers. Additionally, there should be an adequate numberof events per independent variable to avoid an overfit model, withcommonly recommended minimum ""rules of thumb"" ranging from 10 to 20events per covariate. Regarding model building strategies, the threegeneral types are direct/standard, sequential/hierarchical, andstepwise/statistical, with each having a different emphasis and purpose.Before reaching definitive conclusions from the results of any of thesemethods, one should formally quantify the model's internal validity(i.e., replicability within the same data set) and external validity(i.e., generalizability beyond the current sample). The resultinglogistic regression model's overall fit to the sample data is assessedusing various goodness-of-fit measures, with better fit characterized bya smaller difference between observed and model-predicted values. Use ofdiagnostic statistics is also recommended to further assess the adequacyof the model. Finally, results for independent variables are typicallyreported as odds ratios (ORs) with 95% confidence intervals (CIs).ACADEMIC EMERGENCY MEDICINE 2011; 18:1099-1104 (C) 2011 by the Societyfor Academic Emergency Medicine"," 10.1111/j.1553-2712.2011.01185.x"," 2011"
" J"," Carr, Russell B."," COMBAT AND HUMAN EXISTENCE: Toward an Intersubjective Approach toCombat-Related PTSD"," PSYCHOANALYTIC PSYCHOLOGY"," The author proposes a short-term, intersubjective model for treatingcombat-related post-traumatic stress disorder (PTSD). Psychodynamicapproaches to adult-onset PTSD lack the evidence and popularity of otherapproaches because adult-onset traumas are fundamentally distinct fromthe developmental, or childhood-based, traumas that psychoanalysisevolved to treat. An approach based in intersubjective systems theorycan address this problem. The writings of Robert Stolorow (2007) inTrauma and Human Existence, which the author first read while deployedto Iraq as a psychiatrist, fundamentally changed his understanding oftrauma and its treatment. The author gives an overview of Stolorow'sideas about trauma, and then describes his six-phase short-termintersubjective treatment approach. Extensive case material from atreatment that occurred in Iraq illustrates each of these phases. Theauthor then compares his and Stolorow's views to those of othercontemporary relational psychoanalytic writers. Future directionsinclude the manualization and empirical testing of this approach inorder to determine its replicability, its utility for therapists wholack extensive psychoanalytic training, and its generalizability topopulations with adult-onset trauma outside the military."," 10.1037/a0024174"," 2011"
" J"," Klimstra, Theo A.Luyckx, KoenTeppers, EvelineGoossens, Lucde Fruyt, Filip"," Congruence between adolescent personality types based on the Big Fivedomains and the 30 NEO-PI-3 personality facets"," JOURNAL OF RESEARCH IN PERSONALITY"," Although Resilients, Undercontrollers, and Overcontrollers arefrequently used in research on personality, their status as replicablepersonality types is not undisputed. This study adds to the debateconcerning the replicability of these types, by attempting to derivethem directly from 30 NEO-PI-3 personality facets in a sample of 250mid-adolescents. As such, a first description of mid-adolescentpersonality type profiles in terms of personality facets is alsoprovided. Results provide remarkable evidence for the replicability ofResilients, Undercontrollers, and Overcontrollers from NEO-PI-3facet-level data. Furthermore, domain-level differences between typeswere not necessarily reflected in differences across facets underlyingthese domains. Overall, our study can be considered as a demonstrationof the utility of personality facets and types. (C) 2011 Elsevier Inc.All rights reserved."," 10.1016/j.jrp.2011.07.004"," 2011"
" J"," Claro, Cristiane Aparecida de AssisAbrão, JorgeReis, Sílvia Augusta BragaLaganá, Dalva Cruz"," Distribuição de tensões em modelo fotoelástico decorrente da intrusãodos incisivos inferiores por meio do arco base de Ricketts"," Dental Press Journal of Orthodontics"," OBJECTIVE: The present study is concerned with stress distribution in aphotoelastic model, caused by lower incisor intrusion using utilityarch. The stress levels on the radicular thirds of each lower incisorswere compared and the stress concentration differences on each incisorwere evaluated. METHODS: Fifteen intrusion utility arches were made up.The activation force of 50 gf was measured in the midline. Thephotoelastic model was observed using a circular polariscope in a darkfield configuration, and, then, photographed. Frontal photographs wereanalyzed, and the fringe order in each region was registered. The methodreplicability was assessed by the Kappa weighted analysis. Thecomparison between the stress levels was carried out usingKruskall-Wallis test followed by the Dunn test at p<0.05. RESULTS ANDCONCLUSIONS: The cervical regions were identified with the higheststress levels. By comparing the fringe order among the teeth it could beconcluded that the highest stress levels are located in the centralincisors. Therefore the cervical region can be more prone to resorptionsas well as the central incisors, where higher stresses are concentrated."," 10.1590/S2176-94512011000500014"," 2011"
" J"," van Schalkwyk, J. M.Lowes, D.Frampton, C.Merry, A. F."," Does manual anaesthetic record capture remove clinically important data?"," BRITISH JOURNAL OF ANAESTHESIA"," Background. Numerous studies have shown smoothing and inaccuracies inhandwritten anaesthetic records, but the clinical relevance of thesefindings is unclear. We therefore sought to determine whether thebehaviour of anaesthetists differed in assessing anaesthetic recordsre-synthesized from either handwritten or automated records.Methods. In a recent New Zealand study (ACTRN12608000068369), bothmanual and automated records were acquired from the same anaesthetics.Manual records were digitized using digital callipers. Selected data(systolic, diastolic, and mean arterial pressure; heart rate; Sp(O2);E(CO2)') were replayed in a computerized anaesthetic record-keepingsystem with which the participants were familiar, to present manual andcorresponding automated anaesthetic records. Ten anaesthetists, randomlyselected from participants in this study, assessed 24 replayed records(a manual and an automated record from each of 10 anaesthetics, with twoof each displayed twice). They indicated where and how they would haveintervened if administering these anaesthetics. We compared the numberof interventions for each pair of anaesthetics and subjective measuresof anaesthetic quality.Results. In our selected sample of unstable anaesthetics, the mean (SD)number of interventions per anaesthetic was 4.0 (2.9) vs 5.2 (3.4) formanual and automated records, respectively (P=0.013). Subjectivemeasures did not differ significantly between record types. Assessorsidentified 32 artifacts in six manual records (0.32/record assessment)and 105 artifacts in eight automated records (1.05/record assessment),P=0.14. Replicability was moderate (COV 39.8%).Conclusions. In comparison with computerized record-keeping, manualrecord-keeping resulted in loss of clinically relevant information."," 10.1093/bja/aer163"," 2011"
" J"," Roberts, David C.Brorsen, B. WadeTaylor, Randal K.Solie, John B.Raun, William R."," Replicability of nitrogen recommendations from ramped calibration stripsin winter wheat"," PRECISION AGRICULTURE"," Ramped calibration strips have been suggested as a way for grainproducers to determine nitrogen needs more accurately. The strips useincrementally increasing levels of nitrogen and enable producers toconduct an experiment in each field to determine nitrogen needs. Thisstudy determines whether predictions from the program Ramp Analyzer 1.2are replicable in Oklahoma hard red winter wheat (Triticum aestivum).Predictions are derived from 36 individual strips from on-farmexperiments-two pairs of adjacent strips at each of nine winter wheatfields in Canadian County, OK. The two pairs of strips within each fieldwere between 120 and 155 m apart. Each strip was analyzed three timesduring the 2006-2007 growing season. Nitrogen recommendations from RampAnalyzer 1.2 are not correlated even for strips that were placed side byside, and recommendations from strips in the same field show no morehomogeneity than randomly selected strips throughout the county. Theresults indicate that ramped calibration strips are unlikely to produceaccurate nitrogen requirement predictions at any spatial scale, whetherat the county level or for subsections of a single field. In contrast, aprocedure that uses only measures from the plot with no nitrogen and theplot with the highest level of nitrogen applied does show replicability.Thus, improvements in the ramped calibration strip technology are neededif it is to become viable."," 10.1007/s11119-010-9209-y"," 2011"
" J"," de Pee, SaskiaSpiegel, PaulKraemer, KlausWilkinson, CarolineBilukha, OlegSeal, AndrewMacias, KathyOman, AllisonFall, Ahmed BabaYip, RayWest, KeithZlotkin, StanleyBloem, Martin W."," Assessing the impact of micronutrient intervention programs implementedunder special circumstances-Meeting report"," FOOD AND NUTRITION BULLETIN"," Introduction and Objective. The World Food Programme and the Office ofthe United Nations High Commissioner for Refugees organized a meeting ofexperts to discuss evaluation of micronutrient interventions underspecial circumstances, such as emergency and refugee situations.Results. Multimicronutrient interventions for groups with higher needsmay include home fortification products for young children orsupplements for pregnant and lactating women. The choice of preparationshould be guided by target group needs, evidence of efficacy of aproduct or its compounds, acceptability, and cost-effectiveness.Different designs can be used to assess whether an intervention has thedesired impact. First, program implementation and adherence must beascertained. Then, impact on micronutrient status can be assessed, butdesign options are often limited by logistic challenges, availablebudget, security issues, and ethical and practical issues regardingnonintervention or placebo groups. Under these conditions, aplausibility design using pre- and post-intervention cross-sectionalsurveys, a prospective cohort study, or a step-wedge design, whichenrolls groups as they start receiving the intervention, should beconsidered. Post hoc comparison of groups with different adherencelevels may also be useful. Hemoglobin is often selected as an impactindicator because it is easily measured and tends to respond to changein micronutrient status, especially iron. However, it is not a veryspecific indicator of micronutrient status, because it is alsoinfluenced by inflammation, parasitic infestation, physiological status(age, pregnancy), altitude, and disorders such as thalassemia and sicklecell disease.Conclusion. Given the constraints described above, replicability ofimpact in different contexts is key to the validation of micronutrientinterventions.",NA," 2011"
" J"," Miller, JeffSchwarz, Wolf"," Aggregate and Individual Replication Probability Within an ExplicitModel of the Research Process"," PSYCHOLOGICAL METHODS"," We study a model of the research process in which the true effect size,the replication jitter due to changes in experimental procedure, and thestatistical error of effect size measurement are all normallydistributed random variables. Within this model, we analyze theprobability of successfully replicating an initial experimental resultby obtaining either a statistically significant result in the samedirection or any effect in that direction. We analyze both theprobability of successfully replicating a particular experimental effect(i.e., the individual replication probability) and the averageprobability of successful replication across different studies withinsome research context (i.e., the aggregate replication probability), andwe identify the conditions under which the latter can be approximatedusing the formulas of Killeen (2005a, 2007). We show how both of theseprobabilities depend on parameters of the research context that wouldrarely be known in practice. In addition, we show that the statisticaluncertainty associated with the size of an initial observed effect wouldoften prevent accurate estimation of the desired individual replicationprobability even if these research context parameters were knownexactly. We conclude that accurate estimates of replication probabilityare generally unattainable."," 10.1037/a0023347"," 2011"
" J"," Chapman, Benjamin P.Goldberg, Lewis R."," Replicability and 40-Year Predictive Power of Childhood ARC Types"," JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY"," We examined 3 questions surrounding the undercontrolled, overcontrolled,and resilient-or Asendorpf-Robins-Caspi (ARC)-personality typesoriginally identified by Block (1971). In analyses of the teacherpersonality assessments of over 2,000 children in 1st through 6th gradein 1959-1967 and follow-up data on general and cardiovascular healthoutcomes in over 1,100 adults recontacted 40 years later, we foundbootstrapped internal replication clustering suggesting that Big Fivescores were best characterized by a tripartite cluster structurecorresponding to the ARC types. This cluster structure was fuzzy ratherthan discrete, indicating that ARC constructs are best represented asgradients of similarity to 3 prototype Big Five profiles; ARC types anddegrees of ARC prototypicality showed associations with multiple healthoutcomes 40 years later. ARC constructs were more parsimonious but,depending on the outcome, comparable or slightly worse classifiers thanthe dimensional Big Five traits. Forty-year incident cases of heartdisease could be correctly identified with 67% accuracy by childhoodpersonality information alone and stroke incidence with over 70%accuracy. Findings support the theoretical validity of ARC constructs,their treatment as continua of prototypicality rather than discretecategories, and the need for further understanding the robust predictivepower of childhood personality for midlife health."," 10.1037/a0024289"," 2011"
" J"," Lovisi, G. M."," Do the effects of yoga therapy improve positive and negative symptomsand emotion recognition abilities in antipsychotic-stabilized patientswith schizophrenia?"," ACTA PSYCHIATRICA SCANDINAVICA",NA," 10.1111/j.1600-0447.2011.01727.x"," 2011"
" J"," Sint, DanielaRaso, LornaKaufmann, RuedigerTraugott, Michael"," Optimizing methods for PCR-based analysis of predation"," MOLECULAR ECOLOGY RESOURCES"," Molecular methods have become an important tool for studying feedinginteractions under natural conditions. Despite their growing importance,many methodological aspects have not yet been evaluated but need to beconsidered to fully exploit the potential of this approach. Usingfeeding experiments with high alpine carabid beetles and lycosidspiders, we investigated how PCR annealing temperature affects prey DNAdetection success and how post-PCR visualization methods differ in theirsensitivity. Moreover, the replicability of prey DNA detection amongindividual PCR assays was tested using beetles and spiders that haddigested their prey for extended times postfeeding. By screening allpredators for three differently sized prey DNA fragments (range 116-612bp), we found that only in the longest PCR product, a marked decrease inprey detection success occurred. Lowering maximum annealing temperaturesby 4 degrees C resulted in significantly increased prey DNA detectionrates in both predator taxa. Among the three post-PCR visualizationmethods, an eightfold difference in sensitivity was observed. Repeatedscreening of predators increased the total number of samples scoringpositive, although the proportion of samples testing positive did notvary significantly between different PCRs. The present findingsdemonstrate that assay sensitivity, in combination with othermethodological factors, plays a crucial role to obtain robust trophicinteraction data. Future work employing molecular prey detection shouldthus consider and minimize the methodologically induced variation thatwould also allow for better cross-study comparisons."," 10.1111/j.1755-0998.2011.03018.x"," 2011"
" J"," Bohlmeijer, Ernstten Klooster, Peter M.Fledderus, MartineVeehof, MartineBaer, Ruth"," Psychometric Properties of the Five Facet Mindfulness Questionnaire inDepressed Adults and Development of a Short Form"," ASSESSMENT"," In recent years, there has been a growing interest in therapies thatinclude the learning of mindfulness skills. The 39-item Five FacetMindfulness Questionnaire (FFMQ) has been developed as a reliable andvalid comprehensive instrument for assessing different aspects ofmindfulness in community and student samples. In this study, thepsychometric properties of the Dutch FFMQ were assessed in a sample of376 adults with clinically relevant symptoms of depression and anxiety.Construct validity was examined with confirmatory factor analyses and byrelating the FFMQ to measures of psychological symptoms, well-being,experiential avoidance, and the personality factors neuroticism andopenness to experience. In addition, a 24-item short form of the FFMQ(FFMQ-SF) was developed and assessed in the same sample andcross-validated in an independent sample of patients with fibromyalgia.Confirmatory factor analyses showed acceptable model fit for acorrelated five-factor structure of the FFMQ and good model fit for thestructure of the FFMQ-SF. The replicability of the five-factor structureof the FFMQ-SF was confirmed in the fibromyalgia sample. Bothinstruments proved highly sensitive to change. It is concluded that boththe FFMQ and the FFMQ-SF are reliable and valid instruments for use inadults with clinically relevant symptoms of depression and anxiety."," 10.1177/1073191111408231"," 2011"
" J"," Sui, JingPearlson, GodfreyCaprihan, ArvindAdali, TuelayKiehl, Kent A.Liu, JingyuYamamoto, JeremyCalhoun, Vince D."," Discriminating schizophrenia and bipolar disorder by fusing fMRI and DTIin a multimodal CCA plus joint ICA model"," NEUROIMAGE"," Diverse structural and functional brain alterations have been identifiedin both schizophrenia and bipolar disorder, but with variablereplicability, significant overlap and often in limited number ofsubjects. In this paper, we aimed to clarify differences between bipolardisorder and schizophrenia by combining fMRI (collected during anauditory oddball task) and diffusion tensor imaging (DTI) data. Weproposed a fusion method, ""multimodal CCA+ joint ICA"", which increasesflexibility in statistical assumptions beyond existing approaches andcan achieve higher estimation accuracy. The data collected from 164participants (62 healthy controls, 54 schizophrenia and 48 bipolar) wereextracted into ""features"" (contrast maps for fMRI and fractionalanisotropy (FA) for DTI) and analyzed in multiple facets to investigatethe group differences for each pair-wised groups and each modality.Specifically, both patient groups shared significant dysfunction indorsolateral prefrontal cortex and thalamus, as well as reduced whitematter (WM) integrity in anterior thalamic radiation and uncinatefasciculus. Schizophrenia and bipolar subjects were separated byfunctional differences in medial frontal and visual cortex, as well asWM tracts associated with occipital and frontal lobes. Both patients andcontrols showed similar spatial distributions in motor and parietalregions, but exhibited significant variations in temporal lobe.Furthermore, there were different group trends for age effects onloading parameters in motor cortex and multiple WM regions, suggestingthat brain dysfunction and WM disruptions occurred in identified regionsfor both disorders. Most importantly, we can visualize an underlyingfunction structure network by evaluating the joint components withstrong links between DTI and fMRI. Our findings suggest that althoughthe two patient groups showed several distinct brain patterns from eachother and healthy controls, they also shared common abnormalities inprefrontal thalamic WM integrity and in frontal brain mechanisms. (c)2011 Elsevier Inc. All rights reserved."," 10.1016/j.neuroimage.2011.05.055"," 2011"
" J"," Zhao, XueliSun, YipengPu, JuanFan, LihongShi, WeiminHu, YanxinYang, JunXu, QiWang, JingjingHou, DongjunMa, GuangpengLiu, Jinhua"," Characterization of an Artificial Swine-Origin Influenza Virus with theSame Gene Combination as H1N1/2009 Virus: A Genesis Clue of PandemicStrain"," PLOS ONE"," Pandemic H1N1/2009 influenza virus, derived from a reassortment ofavian, human, and swine influenza viruses, possesses a unique genesegment combination that had not been detected previously in animal andhuman populations. Whether such a gene combination could result in thepathogenicity and transmission as H1N1/2009 virus remains unclear. Inthe present study, we used reverse genetics to construct a reassortantvirus (rH1N1) with the same gene combination as H1N1/2009 virus (NA andM genes from a Eurasian avian-like H1N1 swine virus and another sixgenes from a North American triple-reassortant H1N2 swine virus).Characterization of rH1N1 in mice showed that this virus had higherreplicability and pathogenicity than those of the seasonal human H1N1and Eurasian avian-like swine H1N1 viruses, but was similar to theH1N1/2009 and triple-reassortant H1N2 viruses. Experiments performed onguinea pigs showed that rH1N1 was not transmissible, whereas pandemicH1N1/2009 displayed efficient transmissibility. To further determinewhich gene segment played a key role in transmissibility, we constructeda series of reassortants derived from rH1N1 and H1N1/2009 viruses.Direct contact transmission studies demonstrated that the HA and NSgenes contributed to the transmission of H1N1/2009 virus. Second, the HAgene of H1N1/2009 virus, when combined with the H1N1/2009 NA gene,conferred efficient contact transmission among guinea pigs. The presentresults reveal that not only gene segment reassortment but also aminoacid mutation were needed for the generation of the pandemic influenzavirus."," 10.1371/journal.pone.0022091"," 2011"
" J"," Fitts, Douglas A."," Ethics and Animal Numbers: Informal Analyses, Uncertain Sample Sizes,Inefficient Replications, and Type I Errors"," JOURNAL OF THE AMERICAN ASSOCIATION FOR LABORATORY ANIMAL SCIENCE"," To obtain approval for the use vertebrate animals in research, aninvestigator must assure an ethics committee that the proposed number ofanimals is the minimum necessary to achieve a scientific goal. How doesan investigator make that assurance? A power analysis is most accuratewhen the outcome is known before the study, which it rarely is. A 'pilotstudy' is appropriate only when the number of animals used is a tinyfraction of the numbers that will be invested in the main study becausethe data for the pilot animals cannot legitimately be used again in themain study without increasing the rate of type I errors (falsediscovery). Traditional significance testing requires the investigatorto determine the final sample size before any data are collected andthen to delay analysis of any of the data until all of the data arefinal. An investigator often learns at that point either that the samplesize was larger than necessary or too small to achieve significance.Subjects cannot be added at this point in the study without increasingtype I errors. In addition, journal reviewers may require morereplications in quantitative studies than are truly necessary.Sequential stopping rules used with traditional significance tests allowincremental accumulation of data on a biomedical research problem sothat significance, replicability, and use of a minimal number of animalscan be assured without increasing type I errors.",NA," 2011"
" J"," Tian, Jianjun Paul"," THE REPLICABILITY OF ONCOLYTIC VIRUS: DEFINING CONDITIONS IN TUMORVIROTHERAPY"," MATHEMATICAL BIOSCIENCES AND ENGINEERING"," The replicability of an oncolytic virus is measured by its burst size.The burst size is the number of new viruses coming out from a lysis ofan infected tumor cell. Some clinical evidences show that the burst sizeof an oncolytic virus is a defining parameter for the success ofvirotherapy. This article analyzes a basic mathematical model thatincludes burst size for oncolytic virotherapy. The analysis of the modelshows that there are two threshold values of the burst size: below thefirst threshold, the tumor always grows to its maximum (carryingcapacity) size; while passing this threshold, there is a locally stablepositive equilibrium solution appearing through transcriticalbifurcation; while at or above the second threshold, there exits one orthree families of periodic solutions arising from Hopf bifurcations. Thestudy suggests that the tumor load can drop to a undetectable leveleither during the oscillation or when the burst size is large enough."," 10.3934/mbe.2011.8.841"," 2011"
" J"," Doventas, AlperKaradag, BerrinCurgunlu, AsliBilici, AhmetSut, NecdetErdincler, Deniz SunaBeger, TanjuTezcan, Vecdet"," Replicability and reliability of pain assessment forms in geriatrics"," ARCHIVES OF GERONTOLOGY AND GERIATRICS"," Aim of the study was to investigate the replicability and reliability ofthe multi-dimensional health assessment questionnaire (MDHAQ) and visualanalog scale (VAS) in young and elderly individuals with chronic pain.Ambulatory patients, 20 of them aged above 65 years and complainingabout chronic pain and 20 patients with the age of 40 and youngerworking in a factory were assessed with VAS and MDHAQ. The assessmentwas repeated to investigate the replicability and reliability of bothtests. According to MDHAQ disability index (DI), the elderly had morecomplains on the first and second day of the study (p < 0.001). In termsof changes between first and second days, DI scores of the elderly group(r = 0.634; p = 0.003) and the younger group (r = 0.888; p < 0.001) hadquite similar responses. Criteria for the assessment of pain, fatigueand general condition according to MDHAQ were similar in both groups interms of changes between first and second day of the study, there was nosignificant differences between the groups. But while responses in theyounger group according to these 3 parameters were highly reliable, theelderly group's responses were reliable only for their last week painassessment. Both tests were replicable in the elderly group, VAS andMDHAQ were especially applicable for the last time phase of their pain;while fatigue, general health condition and DI indicated diminishedreliability in the elderly group, compared to the young group. (C) 2010Elsevier Ireland Ltd. All rights reserved."," 10.1016/j.archger.2010.10.017"," 2011"
" J"," Brown, Lee E.Edwards, Francois K.Milner, Alexander M.Woodward, GuyLedger, Mark E."," Food web complexity and allometric scaling relationships in streammesocosms: implications for experimentation"," JOURNAL OF ANIMAL ECOLOGY"," P>1. Mesocosms are used extensively by ecologists to gain a mechanisticunderstanding of ecosystems based on the often untested assumption thatthese systems can replicate the key attributes of natural assemblages.2. Previous investigations of stream mesocosm utility have exploredcommunity composition, but here for the first time, we extend theapproach to consider the replicability and realism of food webs in fouroutdoor channels (4 m2).3. The four food webs were similarly complex, consisting of diverseassemblages (61-71 taxa) with dense feeding interactions (directedconnectance 0 center dot 09-0 center dot 11). Mesocosm food webstructural attributes were within the range reported for 82well-characterized food webs from natural streams and rivers. Whencompared with 112 additional food webs from standing freshwater, marine,estuarine and terrestrial environments, stream food webs (includingmesocosms) had similar characteristic path lengths, but typically lowermean food chain length and exponents for the species-link relationship.4. Body size (M) abundance (N) allometric scaling coefficients fortrivariate taxonomic mesocosm food webs (-0 center dot 53 to -0 centerdot 49) and individual size distributions (-0 center dot 60 to -0 centerdot 58) were consistent and similar to those from natural systems,suggesting that patterns of energy flux between mesocosm consumers andresources were realistic approximations.5. These results suggest that stream mesocosms of this scale can supportreplicate food webs with a degree of biocomplexity that is comparable to'natural' streams. The findings highlight the potential value ofmesocosms as model systems for performing experimental manipulations totest ecological theories, at spatiotemporal scales of relevance tonatural ecosystems."," 10.1111/j.1365-2656.2011.01814.x"," 2011"
" J"," Bloch, GaryRozmovits, LindaGiambrone, Broden"," Barriers to primary care responsiveness to poverty as a risk factor forhealth"," BMC FAMILY PRACTICE"," Background: Poverty is widely recognized as a major determinant of poorhealth, and this link has been extensively studied and verified. Despitethe strong evidentiary link, little work has been done to determine whatprimary care health providers can do to address their patients' incomeas a risk to their health. This qualitative study explores the barriersto primary care responsiveness to poverty as a health issue in awell-resourced jurisdiction with near-universal health care insurancecoverage.Methods: One to one interviews were conducted with twelve experts onpoverty and health in primary care in Ontario, Canada. Participantsincluded family physicians, specialist physicians, nurse practitioners,community workers, advocates, policy experts and researchers. Theinterviews were analysed for anticipated and emergent themes.Results: This study reveals provider-and patient-centred structural,attitudinal, and knowledge-based barriers to addressing poverty as arisk to health. While many of its findings reinforce previous work inthis area, this study's findings point to a number of areas front lineprimary care providers could target to address their patients' poverty.These include a lack of provider understanding of the lived reality ofpoverty, leading to a failure to collect adequate data about patients'social circumstances, and to the development of inappropriate careplans. Participants also pointed to prejudicial attitudes amongproviders, a failure of primary care disciplines to incorporateapproaches to poverty as a standard of care, and a lack of knowledge ofconcrete steps providers can take to address patients' poverty.Conclusions: While this study reinforces, in a well-resourcedjurisdiction such as Ontario, the previously reported existence ofsignificant barriers to addressing income as a health issue withinprimary care, the findings point to the possibility of front lineprimary care providers taking direct steps to address the health risksposed by poverty. The consistent direction and replicability of thesefindings point to a refocusing of the research agenda toward anexamination of interventions to decrease the health impacts of poverty."," 10.1186/1471-2296-12-62"," 2011"
" J"," Fergusson, David M.Boden, Joseph M.Horwood, L. JohnMiller, Allison L.Kennedy, Martin A."," MAOA, abuse exposure and antisocial behaviour: 30-year longitudinalstudy"," BRITISH JOURNAL OF PSYCHIATRY"," BackgroundRecent studies have raised issues concerning the replicability of gene xenvironment (G x E) interactions involving the monoamine oxidase A(MAOA) gene in moderating the associations between abuse or maltreatmentexposure and antisocial behaviour. This study attempted to replicate thefindings in this area using a 30-year longitudinal study that has strongresemblance to the original research cohort.AimsTo test the hypothesis that the presence of the low-activity MAOAgenotype was associated with an increased response to abuse exposure.MethodParticipants were 398 males from the Christchurch Health and DevelopmentStudy who had complete data on: MAOA promoter region variable numbertandem repeat genotype; antisocial behaviour to age 30; and exposure tochildhood sexual and physical abuse.ResultsRegression models were fitted to five antisocial behaviour outcomes(self-reported property offending; self-reported violent offending;convictions for property/violent offending; conduct problems; hostility)observed from age 16 to 30, using measures of childhood exposure tosexual and physical abuse. The analyses revealed consistent evidence ofG x E interactions, with those having the low-activity MAOA variant andwho were exposed to abuse in childhood being significantly more likelyto report later offending, conduct problems and hostility. Theseinteractions remained statistically significant after control for arange of potentially confounding factors. Findings for convictions datawere somewhat weaker.ConclusionsThe present findings add to the evidence suggesting that there is astable G x E interaction involving MAOA, abuse exposure and antisocialbehaviour across the life course."," 10.1192/bjp.bp.110.086991"," 2011"
" J"," Hoeller, YvonneKronbichler, MartinBergmann, JuergenCrone, Julia SophiaSchmid, Elisabeth VerenaGolaszewski, StefanLadurner, Gunther"," Inter-individual variability of oscillatory responses to subject's ownname. A single-subject analysis"," INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY"," In previous studies event-related potentials and oscillations inresponse to subject's own name have been analyzed extensively ongroup-level in healthy subjects and in patients with a disorder ofconsciousness. Subject's own name as a deviant produces a P3. Withequiprobable stimuli, non-phase-locked alpha oscillations are smaller inresponse to subject's own name compared to other names or subject's ownname backwards. However, little is known about replicability on asingle-subject level.Seventeen healthy subjects were assessed in an own-name paradigm withequiprobable stimuli of subject's own name, another name, and subject'sown name backwards. Event-related potentials and non-phase lockedoscillations were analyzed with single-subject, non-parametricstatistics.No consistent results were found either for ERPs or for the non-phaselocked changes of oscillatory activities. Only 4 subjects showed arobust effect as expected, that is, a lower activity in the alpha-betarange to subject's own name compared to other conditions. Four subjectselicited a higher activity for subject's own name.Thus, analyzing the EEG reactivity in the own-name paradigm withequiprobable stimuli on a single-subject level yields a high variancebetween subjects. In future research, single-subject statistics shouldbe applied for examining the validity of physiologic measurements inother paradigms and for examining the pattern of reactivity in patients.(C) 2011 Elsevier B.V. All rights reserved."," 10.1016/j.ijpsycho.2011.03.012"," 2011"
